PID,Tx-0,Tx-1,Tx-2,Tx-3,Tx-4,Tx-5,Tx-6,Tx-7,Tx-8,Tx-9,Tx-10,Tx-11,Tx-12,Tx-13,Tx-14,Tx-15,Tx-16,Tx-17,Tx-18,Tx-19,Tx-20,Tx-21,Tx-22,Tx-23,Tx-24,Tx-25,Tx-26,Tx-27,Tx-28,Tx-29,Tx-30,Tx-31,Tx-32,Tx-33,Tx-34,Tx-35,Tx-36,Tx-37,Tx-38,Tx-39,Tx-40,Tx-41,Tx-42,Tx-43,Tx-44,Tx-45,Tx-46,Tx-47,Tx-48,Tx-49,Tx-50,Tx-51,Tx-52,Tx-53,Tx-54,Tx-55,Tx-56,Tx-57,Tx-58,Tx-59,Tx-60,Tx-61,Tx-62,Tx-63,Tx-64,Tx-65,Tx-66,Tx-67,Tx-68,Tx-69,Tx-70,Tx-71,Tx-72,Tx-73,Tx-74,Tx-75,Tx-76,Tx-77,Tx-78,Tx-79,Tx-80,Tx-81,Tx-82,Tx-83,Tx-84,Tx-85,Tx-86,Tx-87,Tx-88,Tx-89,Tx-90,Tx-91,Tx-92,Tx-93,Tx-94,Tx-95,Tx-96,Tx-97,Tx-98,Tx-99,Tx-100,Tx-101,Tx-102,Tx-103,Tx-104,Tx-105,Tx-106,Tx-107,Tx-108,Tx-109,Tx-110,Tx-111,Tx-112,Tx-113,Tx-114,Tx-115,Tx-116,Tx-117,Tx-118,Tx-119,Tx-120,Tx-121,Tx-122,Tx-123,Tx-124,Tx-125,Tx-126,Tx-127,Tx-128,Tx-129,Tx-130,Tx-131,Tx-132,Tx-133,Tx-134,Tx-135,Tx-136,Tx-137,Tx-138,Tx-139,Tx-140,Tx-141,Tx-142,Tx-143,Tx-144
197,0.0170036764706,0.0813419117647,0.000459558823529,0.000459558823529,0.0,0.467371323529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.000459558823529,0.0243566176471,0.000459558823529,0.0464154411765,0.000459558823529,0.0,0.000459558823529,0.00229779411765,0.000459558823529,0.000459558823529,0.0133272058824,0.0170036764706,0.0445772058824,0.0,0.0151654411765,0.00229779411765,0.00965073529412,0.000459558823529,0.00597426470588,0.00413602941176,0.000459558823529,0.00413602941176,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.134650735294,0.0,0.0,0.00229779411765,0.00229779411765,0.0114889705882,0.0,0.0,0.000459558823529,0.000459558823529,0.00229779411765,0.0,0.0133272058824,0.0,0.000459558823529,0.0,0.000459558823529,0.000459558823529,0.00229779411765,0.0,0.00229779411765,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.0353860294118,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.00229779411765,0.000459558823529,0.000459558823529,0.00229779411765,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.000459558823529,0.0,0.000459558823529,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.00597426470588,0.000459558823529,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.000459558823529,0.000459558823529,0.000459558823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0233377366799,0.0708938793483,0.000440334654337,0.000440334654337,0.000440334654337,0.484808454425,0.00220167327169,0.000440334654337,0.000440334654337,0.00220167327169,0.000440334654337,0.000440334654337,0.0682518714223,0.000440334654337,0.0286217525319,0.000440334654337,0.000440334654337,0.000440334654337,0.00748568912373,0.000440334654337,0.0127697049758,0.00572435050638,0.000440334654337,0.0154117129018,0.000440334654337,0.000440334654337,0.0145310435931,0.0110083663584,0.000440334654337,0.00220167327169,0.00748568912373,0.000440334654337,0.0233377366799,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.0937912813738,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.0250990752972,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.00396301188904,0.000440334654337,0.0198150594452,0.000440334654337,0.000440334654337,0.000440334654337,0.00220167327169,0.000440334654337,0.00572435050638,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.0198150594452,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.00220167327169,0.000440334654337,0.00220167327169,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.00132100396301,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.000440334654337,0.00176133861735,0.00440334654337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.000487329434698,0.166179337232,0.0,0.000487329434698,0.0,0.497563352827,0.0102339181287,0.000487329434698,0.0,0.000487329434698,0.0,0.0,0.0394736842105,0.0,0.0297270955166,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.0199805068226,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.0102339181287,0.0102339181287,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.0687134502924,0.0,0.0,0.000487329434698,0.000487329434698,0.0394736842105,0.0,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.0199805068226,0.0,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.0102339181287,0.0,0.0,0.0,0.000487329434698,0.0,0.000487329434698,0.0102339181287,0.0,0.0,0.000487329434698,0.0,0.0,0.0,0.000487329434698,0.000487329434698,0.0102339181287,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.0,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.0199805068226,0.0,0.0,0.000487329434698,0.0,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.000487329434698,0.000487329434698,0.0,0.000487329434698,0.000487329434698,0.0,0.0,0.0102339181287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.061987704918,0.061987704918,0.0,0.000512295081967,0.0,0.379610655738,0.000512295081967,0.0,0.0,0.0,0.0,0.0,0.0210040983607,0.0,0.0927254098361,0.000512295081967,0.0,0.000512295081967,0.0,0.0,0.000512295081967,0.000512295081967,0.000512295081967,0.03125,0.0,0.0210040983607,0.000512295081967,0.000512295081967,0.0,0.000512295081967,0.000512295081967,0.000512295081967,0.000512295081967,0.0,0.000512295081967,0.000512295081967,0.0,0.0,0.0,0.236168032787,0.0,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.000512295081967,0.0,0.000512295081967,0.0,0.03125,0.000512295081967,0.000512295081967,0.0,0.0,0.0,0.000512295081967,0.0,0.000512295081967,0.0414959016393,0.0,0.0,0.000512295081967,0.0,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.000512295081967,0.0,0.0,0.0,0.000512295081967,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.0,0.000512295081967,0.0,0.0,0.000512295081967,0.0,0.0,0.0,0.0,0.000512295081967,0.0,0.000512295081967,0.0,0.0,0.0,0.0,0.000512295081967,0.000512295081967,0.0,0.0,0.000512295081967,0.0,0.0,0.000512295081967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0788056779246,0.0,0.000489476260401,0.0,0.470386686246,0.0,0.0,0.0,0.0,0.0,0.0,0.000489476260401,0.0,0.0298580518845,0.000489476260401,0.0,0.000489476260401,0.0,0.0,0.0102790014684,0.0298580518845,0.000489476260401,0.0396475770925,0.0,0.0102790014684,0.0,0.0102790014684,0.0,0.000489476260401,0.000489476260401,0.0200685266765,0.000489476260401,0.0,0.000489476260401,0.0,0.0,0.0,0.0,0.157121879589,0.0,0.0,0.0,0.000489476260401,0.0102790014684,0.0,0.0,0.0,0.000489476260401,0.000489476260401,0.0,0.000489476260401,0.0,0.000489476260401,0.0,0.0102790014684,0.0,0.0102790014684,0.0,0.0,0.0,0.000489476260401,0.0,0.000489476260401,0.0396475770925,0.0,0.0,0.000489476260401,0.0,0.0,0.0,0.0,0.000489476260401,0.0,0.0,0.0,0.000489476260401,0.000489476260401,0.0,0.0,0.0,0.0,0.0,0.000489476260401,0.0,0.0,0.0102790014684,0.0102790014684,0.0,0.0,0.000489476260401,0.0,0.0,0.000489476260401,0.0,0.0,0.0,0.0,0.000489476260401,0.0,0.0,0.0,0.0,0.0,0.0,0.0200685266765,0.0,0.0,0.0,0.000489476260401,0.0,0.0,0.0200685266765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.00234521575985,0.0999061913696,0.00234521575985,0.00046904315197,0.00422138836773,0.46200750469,0.00422138836773,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.0342401500938,0.00046904315197,0.0136022514071,0.00046904315197,0.00046904315197,0.00046904315197,0.00422138836773,0.00046904315197,0.00046904315197,0.0248592870544,0.00046904315197,0.0136022514071,0.0,0.00422138836773,0.00609756097561,0.0136022514071,0.00046904315197,0.00234521575985,0.00609756097561,0.00609756097561,0.0136022514071,0.00234521575985,0.00234521575985,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.107410881801,0.00234521575985,0.0,0.00234521575985,0.00422138836773,0.0454971857411,0.0,0.0,0.00046904315197,0.00046904315197,0.00422138836773,0.0,0.0211069418386,0.0,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00234521575985,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.0267354596623,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00234521575985,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00609756097561,0.00046904315197,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00234521575985,0.0,0.00046904315197,0.00046904315197,0.00046904315197,0.00046904315197,0.0211069418386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0270946227595,0.105460608587,0.000416840350146,0.000416840350146,0.0,0.545644018341,0.000416840350146,0.000416840350146,0.000416840350146,0.0137557315548,0.0,0.00208420175073,0.0504376823677,0.000416840350146,0.0454355981659,0.000416840350146,0.00208420175073,0.000416840350146,0.00375156315131,0.000416840350146,0.00375156315131,0.000416840350146,0.00208420175073,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.0054189245519,0.000416840350146,0.00375156315131,0.00375156315131,0.000416840350146,0.0387661525636,0.000416840350146,0.00208420175073,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.037098791163,0.0,0.0,0.000416840350146,0.00875364735306,0.00708628595248,0.0,0.0,0.000416840350146,0.000416840350146,0.00875364735306,0.0,0.00375156315131,0.0,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.0254272613589,0.0,0.00375156315131,0.0,0.000416840350146,0.000416840350146,0.00208420175073,0.00708628595248,0.0,0.00208420175073,0.000416840350146,0.000416840350146,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.0,0.000416840350146,0.0,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.000416840350146,0.00208420175073,0.00208420175073,0.000416840350146,0.000416840350146,0.000416840350146,0.0,0.0,0.000416840350146,0.000416840350146,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.000416840350146,0.0,0.000416840350146,0.000416840350146,0.000416840350146,0.0054189245519,0.0,0.00208420175073,0.000416840350146,0.000416840350146,0.000416840350146,0.00208420175073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.00862961684501,0.0749050742147,0.001725923369,0.0003451846738,0.0003451846738,0.526406627546,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0,0.0003451846738,0.0321021746634,0.0003451846738,0.0182947877114,0.00448740075941,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0031066620642,0.0003451846738,0.0003451846738,0.0265792198826,0.0,0.00586813945461,0.0031066620642,0.00448740075941,0.0003451846738,0.001725923369,0.0100103555402,0.001725923369,0.0169140490162,0.0003451846738,0.00448740075941,0.0003451846738,0.0031066620642,0.0003451846738,0.0003451846738,0.103900586814,0.00448740075941,0.0,0.001725923369,0.0003451846738,0.0238177424922,0.0,0.0,0.0003451846738,0.0003451846738,0.00448740075941,0.0003451846738,0.0265792198826,0.0,0.0003451846738,0.0,0.0003451846738,0.0003451846738,0.0031066620642,0.0,0.0003451846738,0.0003451846738,0.001725923369,0.0003451846738,0.0003451846738,0.0196755264066,0.00724887814981,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0,0.001725923369,0.001725923369,0.001725923369,0.0031066620642,0.0003451846738,0.0003451846738,0.0003451846738,0.0,0.0003451846738,0.0003451846738,0.001725923369,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0031066620642,0.00448740075941,0.0003451846738,0.0003451846738,0.0003451846738,0.0,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0,0.0003451846738,0.0003451846738,0.0003451846738,0.0031066620642,0.0003451846738,0.0003451846738,0.0003451846738,0.0003451846738,0.0031066620642,0.0003451846738,0.0003451846738,0.0003451846738,0.00448740075941,0.0003451846738,0.0003451846738,0.00586813945461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0199789695058,0.0704521556257,0.000350508236944,0.000350508236944,0.0,0.50227830354,0.000350508236944,0.000350508236944,0.000350508236944,0.00315457413249,0.0,0.000350508236944,0.0872765509989,0.000350508236944,0.0283911671924,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.00595864002804,0.00315457413249,0.00315457413249,0.00595864002804,0.0,0.00595864002804,0.00876270592359,0.00595864002804,0.000350508236944,0.000350508236944,0.00876270592359,0.000350508236944,0.0283911671924,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.0788643533123,0.00315457413249,0.0,0.000350508236944,0.00315457413249,0.0227830354013,0.0,0.0,0.000350508236944,0.00315457413249,0.00315457413249,0.0,0.00595864002804,0.0,0.000350508236944,0.0,0.00315457413249,0.000350508236944,0.018576936558,0.0,0.000350508236944,0.0,0.000350508236944,0.000350508236944,0.000350508236944,0.0129688047669,0.0,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.0,0.00315457413249,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.00315457413249,0.0,0.000350508236944,0.0,0.000350508236944,0.0,0.000350508236944,0.000350508236944,0.00315457413249,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.0,0.000350508236944,0.00315457413249,0.000350508236944,0.000350508236944,0.0,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.0,0.000350508236944,0.000350508236944,0.000350508236944,0.00595864002804,0.0,0.000350508236944,0.000350508236944,0.000350508236944,0.000350508236944,0.0171749036102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0169983416252,0.138059701493,0.000414593698176,0.000414593698176,0.00207296849088,0.448175787728,0.00207296849088,0.00207296849088,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.0485074626866,0.000414593698176,0.0120232172471,0.000414593698176,0.000414593698176,0.000414593698176,0.00207296849088,0.000414593698176,0.00870646766169,0.023631840796,0.00207296849088,0.0120232172471,0.0,0.000414593698176,0.00704809286899,0.0103648424544,0.000414593698176,0.00207296849088,0.0120232172471,0.000414593698176,0.023631840796,0.000414593698176,0.000414593698176,0.00207296849088,0.000414593698176,0.000414593698176,0.000414593698176,0.106550580431,0.00207296849088,0.0,0.000414593698176,0.00207296849088,0.0153399668325,0.0,0.0,0.000414593698176,0.000414593698176,0.00538971807629,0.0,0.00704809286899,0.0,0.000414593698176,0.0,0.00207296849088,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.00207296849088,0.000414593698176,0.000414593698176,0.023631840796,0.0,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.00207296849088,0.0,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.00704809286899,0.000414593698176,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.0120232172471,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.00207296849088,0.000414593698176,0.0,0.000414593698176,0.000414593698176,0.000414593698176,0.000414593698176,0.00870646766169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.011421819614,0.112248916896,0.0,0.000393855848759,0.0,0.515557306026,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.0,0.0,0.0161480897991,0.0,0.0555336746751,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.0350531705396,0.0,0.000393855848759,0.000393855848759,0.00512012603387,0.0,0.000393855848759,0.000393855848759,0.0192989365892,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.101220953131,0.0,0.0,0.000393855848759,0.000393855848759,0.00984639621898,0.0,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.00354470263883,0.0,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.0240252067743,0.0,0.0019692792438,0.0,0.000393855848759,0.0,0.000393855848759,0.0287514769594,0.0,0.0,0.000393855848759,0.000393855848759,0.0,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.0,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.0,0.0,0.000393855848759,0.0,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.000393855848759,0.000393855848759,0.0,0.000393855848759,0.000393855848759,0.0,0.0,0.0366285939346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.00633619083116,0.127096533731,0.000372717107715,0.000372717107715,0.0,0.520685799478,0.00782705926202,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.000372717107715,0.0272083488632,0.000372717107715,0.018263138278,0.00186358553858,0.00186358553858,0.000372717107715,0.000372717107715,0.000372717107715,0.00186358553858,0.0048453224003,0.00186358553858,0.018263138278,0.0,0.00186358553858,0.00186358553858,0.00335445396944,0.000372717107715,0.00633619083116,0.00782705926202,0.000372717107715,0.0152814014163,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.0734252702199,0.0,0.0,0.000372717107715,0.0048453224003,0.0331718225867,0.0,0.0,0.00186358553858,0.000372717107715,0.0048453224003,0.0,0.018263138278,0.0,0.000372717107715,0.0,0.00335445396944,0.000372717107715,0.00782705926202,0.0,0.000372717107715,0.0,0.00186358553858,0.000372717107715,0.000372717107715,0.0137905329855,0.0,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.000372717107715,0.00186358553858,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.000372717107715,0.0,0.000372717107715,0.0,0.000372717107715,0.000372717107715,0.00186358553858,0.000372717107715,0.0137905329855,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.0,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.00186358553858,0.000372717107715,0.000372717107715,0.000372717107715,0.000372717107715,0.0,0.000372717107715,0.000372717107715,0.00186358553858,0.0048453224003,0.0,0.000372717107715,0.00186358553858,0.000372717107715,0.000372717107715,0.0137905329855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0131056393963,0.102065131056,0.000397140587768,0.000397140587768,0.000397140587768,0.451548848292,0.00198570293884,0.000397140587768,0.000397140587768,0.00198570293884,0.00198570293884,0.000397140587768,0.0353455123114,0.000397140587768,0.0210484511517,0.00198570293884,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.00357426528991,0.0178713264496,0.000397140587768,0.0210484511517,0.000397140587768,0.0115170770453,0.00833995234313,0.0162827640985,0.00198570293884,0.000397140587768,0.00198570293884,0.00357426528991,0.00833995234313,0.000397140587768,0.00357426528991,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.117950754567,0.00198570293884,0.000397140587768,0.000397140587768,0.00198570293884,0.0401111993646,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.00357426528991,0.000397140587768,0.0131056393963,0.0,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.0146942017474,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.0,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.0,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.00357426528991,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.00516282764098,0.00198570293884,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.000397140587768,0.0194598888006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.00925583117364,0.104035542392,0.000370233246946,0.000370233246946,0.0,0.492039985191,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.000370233246946,0.0507219548315,0.000370233246946,0.0122176971492,0.00333209922251,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.00333209922251,0.000370233246946,0.00333209922251,0.0122176971492,0.0,0.000370233246946,0.00629396519807,0.00333209922251,0.000370233246946,0.00333209922251,0.00925583117364,0.000370233246946,0.00925583117364,0.000370233246946,0.00629396519807,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.106997408367,0.00629396519807,0.0,0.000370233246946,0.000370233246946,0.0447982228804,0.0,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.0299888930026,0.0,0.000370233246946,0.0,0.000370233246946,0.000370233246946,0.00333209922251,0.0,0.000370233246946,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.0211032950759,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.00629396519807,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.000370233246946,0.0,0.00333209922251,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.00333209922251,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.000370233246946,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.00333209922251,0.000370233246946,0.0,0.000370233246946,0.000370233246946,0.000370233246946,0.00333209922251,0.0,0.000370233246946,0.00629396519807,0.000370233246946,0.000370233246946,0.00925583117364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
