PID,Tx-0,Tx-1,Tx-2,Tx-3,Tx-4,Tx-5,Tx-6,Tx-7,Tx-8,Tx-9,Tx-10,Tx-11,Tx-12,Tx-13,Tx-14,Tx-15,Tx-16,Tx-17,Tx-18,Tx-19,Tx-20,Tx-21,Tx-22,Tx-23,Tx-24,Tx-25,Tx-26,Tx-27,Tx-28,Tx-29,Tx-30,Tx-31,Tx-32,Tx-33,Tx-34,Tx-35,Tx-36,Tx-37,Tx-38,Tx-39,Tx-40,Tx-41,Tx-42,Tx-43,Tx-44,Tx-45,Tx-46,Tx-47,Tx-48,Tx-49,Tx-50,Tx-51,Tx-52,Tx-53,Tx-54,Tx-55,Tx-56,Tx-57,Tx-58,Tx-59,Tx-60,Tx-61,Tx-62,Tx-63,Tx-64,Tx-65,Tx-66,Tx-67,Tx-68,Tx-69,Tx-70,Tx-71,Tx-72,Tx-73,Tx-74,Tx-75,Tx-76,Tx-77,Tx-78,Tx-79,Tx-80,Tx-81,Tx-82,Tx-83,Tx-84,Tx-85,Tx-86,Tx-87,Tx-88,Tx-89,Tx-90,Tx-91,Tx-92,Tx-93,Tx-94,Tx-95,Tx-96,Tx-97,Tx-98,Tx-99,Tx-100,Tx-101,Tx-102,Tx-103,Tx-104,Tx-105,Tx-106,Tx-107,Tx-108,Tx-109,Tx-110,Tx-111,Tx-112,Tx-113,Tx-114,Tx-115,Tx-116,Tx-117,Tx-118,Tx-119,Tx-120,Tx-121,Tx-122,Tx-123,Tx-124,Tx-125,Tx-126,Tx-127,Tx-128,Tx-129,Tx-130,Tx-131,Tx-132,Tx-133,Tx-134,Tx-135,Tx-136,Tx-137,Tx-138,Tx-139,Tx-140,Tx-141,Tx-142,Tx-143,Tx-144
135,0.514906832298,0.0229813664596,0.000621118012422,0.000621118012422,0.0229813664596,0.0,0.0229813664596,0.0453416149068,0.000621118012422,0.000621118012422,0.0,0.0229813664596,0.000621118012422,0.0,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.067701863354,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.0453416149068,0.000621118012422,0.0229813664596,0.000621118012422,0.0,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.134782608696,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.0,0.0,0.0,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.0,0.0453416149068,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.0,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.000621118012422,0.000621118012422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.351334180432,0.061626429479,0.000635324015248,0.000635324015248,0.0311308767471,0.0,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.0158831003812,0.0,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0158831003812,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.0921219822109,0.0158831003812,0.0158831003812,0.000635324015248,0.0,0.000635324015248,0.0,0.000635324015248,0.0463786531131,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.122617534943,0.0463786531131,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.0,0.0,0.000635324015248,0.076874205845,0.000635324015248,0.0158831003812,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.0,0.0311308767471,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0158831003812,0.0,0.000635324015248,0.000635324015248,0.0,0.0,0.000635324015248,0.000635324015248,0.0,0.0158831003812,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.366581956798,0.0921219822109,0.0463786531131,0.000635324015248,0.0921219822109,0.0,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.0311308767471,0.0,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.061626429479,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.122617534943,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.0,0.0,0.000635324015248,0.0921219822109,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.0,0.0311308767471,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.000635324015248,0.0,0.0311308767471,0.000635324015248,0.0,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.000635324015248,0.000635324015248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0208955223881,0.0776119402985,0.000497512437811,0.000497512437811,0.00149253731343,0.457711442786,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000995024875622,0.0179104477612,0.000497512437811,0.0213930348259,0.000497512437811,0.00348258706468,0.000497512437811,0.000497512437811,0.000497512437811,0.00646766169154,0.0363184079602,0.000497512437811,0.00348258706468,0.000497512437811,0.00945273631841,0.00995024875622,0.0119402985075,0.000995024875622,0.000497512437811,0.00497512437811,0.00348258706468,0.00646766169154,0.000497512437811,0.00746268656716,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.119900497512,0.000497512437811,0.000497512437811,0.000497512437811,0.00945273631841,0.0258706467662,0.000497512437811,0.00348258706468,0.000497512437811,0.000497512437811,0.00149253731343,0.000497512437811,0.0243781094527,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.00348258706468,0.000497512437811,0.000497512437811,0.00149253731343,0.000497512437811,0.000497512437811,0.000497512437811,0.0467661691542,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.000497512437811,0.00945273631841,0.000497512437811,0.000497512437811,0.00298507462687,0.00298507462687,0.00298507462687,0.0154228855721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.011927480916,0.12070610687,0.0,0.000477099236641,0.0,0.469942748092,0.00620229007634,0.0,0.0,0.0,0.0,0.0,0.011927480916,0.0,0.00620229007634,0.000477099236641,0.0,0.000477099236641,0.0,0.0,0.000477099236641,0.00620229007634,0.000477099236641,0.0462786259542,0.0,0.00620229007634,0.000477099236641,0.0233778625954,0.0,0.000477099236641,0.000477099236641,0.000477099236641,0.000477099236641,0.0,0.000477099236641,0.000477099236641,0.0,0.0,0.0,0.12643129771,0.0,0.0,0.0,0.000477099236641,0.069179389313,0.0,0.0,0.0,0.000477099236641,0.000477099236641,0.0,0.011927480916,0.0,0.000477099236641,0.0,0.000477099236641,0.000477099236641,0.000477099236641,0.0,0.0,0.0,0.000477099236641,0.0,0.000477099236641,0.0577290076336,0.0,0.0,0.000477099236641,0.0,0.0,0.0,0.000477099236641,0.000477099236641,0.0,0.0,0.0,0.000477099236641,0.000477099236641,0.0,0.000477099236641,0.0,0.0,0.0,0.011927480916,0.0,0.0,0.000477099236641,0.000477099236641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0291323622546,0.0,0.000633312222926,0.0,0.523115896137,0.0,0.0,0.0,0.0,0.0,0.0,0.162127929069,0.0,0.0291323622546,0.000633312222926,0.0,0.000633312222926,0.0,0.0,0.000633312222926,0.0196326789107,0.000633312222926,0.0101329955668,0.0,0.0,0.0,0.0196326789107,0.0,0.000633312222926,0.0101329955668,0.000633312222926,0.0956301456618,0.0,0.000633312222926,0.0,0.0,0.0,0.0,0.0671310956301,0.0,0.0,0.0,0.0,0.000633312222926,0.0,0.0,0.0,0.000633312222926,0.0101329955668,0.0,0.000633312222926,0.0,0.000633312222926,0.0,0.000633312222926,0.0,0.000633312222926,0.0,0.0,0.0,0.000633312222926,0.0,0.000633312222926,0.0101329955668,0.0,0.0,0.000633312222926,0.0,0.0,0.0,0.0,0.000633312222926,0.0,0.0,0.0,0.000633312222926,0.000633312222926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000633312222926,0.000633312222926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0201298701299,0.0201298701299,0.000649350649351,0.000649350649351,0.0,0.487662337662,0.0201298701299,0.000649350649351,0.000649350649351,0.0201298701299,0.0,0.000649350649351,0.0590909090909,0.000649350649351,0.0785714285714,0.000649350649351,0.0,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.0,0.0201298701299,0.0396103896104,0.0201298701299,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.0201298701299,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.0785714285714,0.0,0.0,0.000649350649351,0.000649350649351,0.0201298701299,0.0,0.0,0.000649350649351,0.000649350649351,0.000649350649351,0.0,0.000649350649351,0.0,0.000649350649351,0.0,0.000649350649351,0.000649350649351,0.0201298701299,0.0,0.000649350649351,0.0,0.000649350649351,0.0201298701299,0.000649350649351,0.000649350649351,0.0,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.0,0.000649350649351,0.000649350649351,0.000649350649351,0.0201298701299,0.000649350649351,0.000649350649351,0.000649350649351,0.0,0.000649350649351,0.0,0.000649350649351,0.0,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.000649350649351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0533707865169,0.0217696629213,0.0,0.000702247191011,0.0,0.369382022472,0.000702247191011,0.0,0.0,0.0,0.0,0.0,0.0955056179775,0.0,0.148174157303,0.000702247191011,0.0,0.000702247191011,0.0,0.0,0.000702247191011,0.000702247191011,0.000702247191011,0.000702247191011,0.0,0.0217696629213,0.0217696629213,0.000702247191011,0.0,0.000702247191011,0.000702247191011,0.000702247191011,0.000702247191011,0.0,0.000702247191011,0.000702247191011,0.0,0.0,0.0,0.200842696629,0.0,0.0,0.0,0.000702247191011,0.000702247191011,0.0,0.0,0.0,0.000702247191011,0.000702247191011,0.0,0.000702247191011,0.0,0.000702247191011,0.0,0.000702247191011,0.000702247191011,0.000702247191011,0.0,0.0,0.0,0.000702247191011,0.0,0.000702247191011,0.0428370786517,0.0,0.0,0.000702247191011,0.0,0.0,0.0,0.000702247191011,0.000702247191011,0.0,0.0,0.0,0.000702247191011,0.000702247191011,0.0,0.000702247191011,0.0,0.0,0.0,0.000702247191011,0.0,0.0,0.000702247191011,0.000702247191011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0200777202073,0.0977979274611,0.0,0.000647668393782,0.0,0.389248704663,0.000647668393782,0.0,0.0,0.0,0.0,0.0,0.0589378238342,0.0,0.0395077720207,0.000647668393782,0.0,0.000647668393782,0.0,0.0,0.000647668393782,0.0200777202073,0.000647668393782,0.0200777202073,0.0,0.000647668393782,0.0200777202073,0.0200777202073,0.0,0.000647668393782,0.000647668393782,0.000647668393782,0.000647668393782,0.0,0.000647668393782,0.000647668393782,0.0,0.0,0.0,0.136658031088,0.0,0.0,0.0,0.000647668393782,0.0200777202073,0.0,0.0,0.0,0.000647668393782,0.000647668393782,0.0,0.0395077720207,0.0,0.000647668393782,0.0,0.000647668393782,0.000647668393782,0.0200777202073,0.0,0.0,0.0,0.000647668393782,0.0,0.000647668393782,0.0783678756477,0.0,0.0,0.000647668393782,0.0,0.0,0.0,0.000647668393782,0.000647668393782,0.0,0.0,0.0,0.000647668393782,0.000647668393782,0.0,0.000647668393782,0.0,0.0,0.0,0.000647668393782,0.0,0.0,0.000647668393782,0.000647668393782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0110759493671,0.0532700421941,0.0,0.000527426160338,0.0,0.485759493671,0.000527426160338,0.000527426160338,0.0,0.000527426160338,0.0,0.0,0.169303797468,0.0,0.0216244725738,0.000527426160338,0.0,0.000527426160338,0.000527426160338,0.0,0.0216244725738,0.0110759493671,0.000527426160338,0.0110759493671,0.0,0.000527426160338,0.0110759493671,0.0110759493671,0.0,0.000527426160338,0.0110759493671,0.000527426160338,0.0743670886076,0.000527426160338,0.000527426160338,0.000527426160338,0.000527426160338,0.0,0.000527426160338,0.0532700421941,0.0,0.0,0.000527426160338,0.000527426160338,0.000527426160338,0.0,0.0,0.000527426160338,0.000527426160338,0.0110759493671,0.0,0.000527426160338,0.0,0.000527426160338,0.0,0.000527426160338,0.000527426160338,0.000527426160338,0.0,0.0,0.0,0.000527426160338,0.0,0.000527426160338,0.0110759493671,0.0,0.0,0.000527426160338,0.0,0.0,0.0,0.000527426160338,0.000527426160338,0.0110759493671,0.0,0.000527426160338,0.000527426160338,0.000527426160338,0.0,0.000527426160338,0.0,0.000527426160338,0.0,0.000527426160338,0.000527426160338,0.0,0.000527426160338,0.000527426160338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0646913580247,0.0301234567901,0.000493827160494,0.000493827160494,0.000493827160494,0.472098765432,0.000493827160494,0.000493827160494,0.000493827160494,0.04,0.0227160493827,0.0202469135802,0.136296296296,0.0375308641975,0.0622222222222,0.000493827160494,0.000493827160494,0.000493827160494,0.00296296296296,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.0276543209877,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.00296296296296,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.04,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.0,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.00296296296296,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.0,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.0,0.000493827160494,0.000493827160494,0.00296296296296,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.000493827160494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.052217453505,0.0,0.00071530758226,0.0,0.532904148784,0.0,0.0,0.0,0.0,0.0,0.0,0.00071530758226,0.0,0.103719599428,0.00071530758226,0.0,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189556509299,0.0,0.0,0.0,0.0,0.052217453505,0.0,0.0,0.0,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.0,0.00071530758226,0.0,0.052217453505,0.0,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.0,0.0,0.0,0.00071530758226,0.0,0.0,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.103719599428,0.0,0.00071530758226,0.0,0.550071530758,0.0,0.0,0.0,0.0,0.0,0.0,0.00071530758226,0.0,0.052217453505,0.00071530758226,0.0,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172389127325,0.0,0.0,0.0,0.0,0.052217453505,0.0,0.0,0.0,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.0,0.00071530758226,0.0,0.052217453505,0.0,0.0,0.0,0.00071530758226,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.00071530758226,0.0,0.0,0.0,0.0,0.00071530758226,0.0,0.0,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00071530758226,0.00071530758226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.000679809653297,0.196464989803,0.0740992522094,0.025152957172,0.0,0.392250169952,0.000679809653297,0.025152957172,0.0,0.000679809653297,0.0,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.0496261046907,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0496261046907,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0985723997281,0.0,0.0,0.000679809653297,0.000679809653297,0.0496261046907,0.0,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.0,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.000679809653297,0.0,0.000679809653297,0.0,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.000679809653297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0199784017279,0.0394168466523,0.000539956803456,0.000539956803456,0.000539956803456,0.573974082073,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0685745140389,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0199784017279,0.0102591792657,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0394168466523,0.000539956803456,0.11717062635,0.0199784017279,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0199784017279,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0102591792657,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.000539956803456,0.0097192224622,0.0097192224622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0326633165829,0.0,0.000502512562814,0.0,0.515075376884,0.0,0.0,0.0,0.0,0.0,0.0,0.0165829145729,0.0,0.072864321608,0.000502512562814,0.0,0.000502512562814,0.0,0.0,0.000502512562814,0.000502512562814,0.000502512562814,0.000502512562814,0.0,0.000502512562814,0.0165829145729,0.000502512562814,0.0,0.000502512562814,0.000502512562814,0.000502512562814,0.177386934673,0.0,0.000502512562814,0.0,0.0,0.0,0.0,0.064824120603,0.0,0.0,0.0,0.000502512562814,0.072864321608,0.0,0.0,0.0,0.000502512562814,0.000502512562814,0.0,0.000502512562814,0.0,0.000502512562814,0.0,0.000502512562814,0.0,0.0165829145729,0.0,0.0,0.0,0.000502512562814,0.0,0.000502512562814,0.000502512562814,0.0,0.0,0.000502512562814,0.0,0.0,0.0,0.0,0.000502512562814,0.0,0.0,0.0,0.000502512562814,0.000502512562814,0.0,0.0,0.0,0.0,0.0,0.000502512562814,0.0,0.0,0.000502512562814,0.000502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
